AF3,AF4,AF7,AF8,AFz,C1,C2,C3,C4,C5,C6,CP1,CP2,CP3,CP4,CP5,CP6,CPz,Cz,F1,F2,F3,F4,F5,F6,F7,F8,FC1,FC2,FC3,FC4,FC5,FC6,FCz,FT7,FT8,Fp1,Fp2,Fpz,Fz,O1,O2,Oz,P1,P2,P3,P4,P5,P6,P7,P8,PO3,PO4,PO7,PO8,POz,Pz,T7,T8,TP7,TP8,label
0.3120273684210526,0.1508273684210526,0.2936421052631579,-0.1086231578947368,0.2374168421052631,0.5073242105263158,0.2774842105263158,0.3272252631578948,-0.019538947368421,0.3260905263157895,0.0252336842105263,0.0387052631578947,-0.1185747368421052,0.1967705263157894,-0.0490042105263157,0.2217368421052631,0.0544,-0.0273157894736842,0.7534042105263158,0.1679621052631579,0.0961136842105263,0.2281115789473684,-0.1588021052631578,0.1380063157894736,0.0451284210526315,0.4250442105263157,0.0625431578947368,0.1368,0.0133557894736842,0.1162231578947368,-0.058597894736842,0.2318084210526316,0.0532021052631579,0.085738947368421,0.4996947368421052,0.0858884210526316,0.1241136842105263,-0.0125284210526315,0.1874694736842105,0.163317894736842,0.4020631578947369,0.1824147368421052,0.2528442105263158,0.0680778947368421,-0.0591452631578947,0.1112842105263157,0.0217599999999999,0.1831663157894737,0.1382842105263157,0.3566294736842105,0.1377726315789474,0.1699094736842105,0.0343515789473684,0.3941473684210526,0.5738547368421052,0.1249578947368421,0.0485052631578947,0.1107705263157894,-0.0880821052631578,0.3477052631578948,0.2150715789473684,1
0.2657915789473684,0.1529010526315789,0.2586757894736842,-0.1908842105263158,0.2024610526315789,0.0961157894736842,-0.08844,0.3066547368421052,-0.1110273684210526,0.2921747368421053,-0.0621410526315789,0.0592715789473684,-0.0938821052631578,0.2317263157894736,-0.0510442105263157,0.3635642105263158,-0.0401642105263157,-0.008818947368421,0.6804210526315789,0.1679810526315789,0.1043494736842105,0.2013852631578947,-0.13,0.2058463157894736,0.0399747368421052,0.3983115789473684,0.2239263157894736,0.1141957894736842,0.0072042105263157,0.1182736842105263,-0.0349684210526315,0.2441494736842105,0.0172210526315789,0.0857578947368421,0.5891389473684211,0.0827831578947368,0.1354168421052631,-0.0125052631578947,0.1144778947368421,0.1489136842105263,0.4586421052631578,0.2317115789473684,0.3124989473684211,0.0988884210526315,-0.0488399999999999,0.1318463157894737,0.0134926315789473,0.1749494736842105,0.1187515789473684,0.3710042105263158,0.1758273684210526,0.19968,0.0703010526315789,0.4321578947368421,0.3353768421052631,0.1629978947368421,0.0639347368421052,0.1045894736842105,-0.0305031578947368,0.2305284210526315,-0.0203136842105263,1
0.2462484210526316,0.17756,0.2535052631578947,-0.1518273684210526,0.1839810526315789,0.1701599999999999,-0.0761242105263157,0.3981684210526315,-0.1377831578947368,0.2602842105263158,-0.0497684210526315,0.0983452631578947,-0.1042063157894736,0.2625768421052631,-0.030498947368421,0.1723957894736842,-0.1563284210526316,0.0055978947368421,0.56428,0.1720884210526315,0.1187305263157894,0.2507115789473684,-0.0950631578947368,0.4165810526315789,0.0646505263157894,0.3479410526315789,0.43672,0.1399052631578947,0.0308526315789473,0.2005157894736842,-0.0071894736842105,0.4137473684210526,0.0788968421052631,0.0836905263157894,0.605581052631579,0.1681094736842105,0.1354126315789472,-0.0176315789473683,0.1237515789473684,0.1633515789473684,0.4504126315789473,0.2759536842105263,0.3217747368421053,0.1492736842105263,-0.0591410526315789,0.1812021052631579,-0.0059894736842105,0.2016694736842105,0.1095157894736841,0.4090231578947369,0.2385199999999999,0.227437894736842,0.0774757894736842,0.5308463157894736,0.3425684210526316,0.1712147368421052,0.0917073684210526,0.2248736842105263,0.0898,0.2346147368421052,-0.1776042105263157,1
0.2678315789473684,0.2268989473684211,0.3408757894736842,0.042458947368421,0.2220126315789473,0.0437094736842105,-0.0072484210526315,0.2347221052631578,0.1192273684210526,0.2746821052631579,0.0324442105263158,0.127098947368421,-0.1350505263157894,0.2749157894736842,-0.0551726315789473,0.1775094736842105,-0.0031536842105263,-0.0098105263157894,0.4727452631578947,0.2142294736842105,0.1906673684210526,0.3442694736842105,-0.0395852631578947,0.58208,0.1510126315789474,0.3242947368421052,0.5816631578947369,0.1758484210526316,0.0575578947368421,0.3341726315789474,0.0071978947368421,0.6172842105263158,0.215618947368421,0.1073410526315789,0.4144084210526316,0.1968968421052631,-0.1524084210526315,-0.0125221052631578,0.1443178947368421,0.1890505263157894,0.3486505263157894,0.2276252631578947,0.2765073684210526,0.1461726315789473,-0.0858757894736842,0.2038021052631579,-0.0296484210526315,0.2057768421052631,0.0468126315789473,0.4501621052631578,0.1964021052631578,0.2325957894736842,-0.0201599999999999,0.4331957894736842,-0.0891305263157894,0.11984,0.0906378947368421,0.3677452631578947,0.1925473684210526,0.2593010526315789,-0.2125515789473684,1
0.3213031578947368,0.2916315789473684,0.5084694736842105,0.2120673684210526,0.2682484210526316,0.3130168421052631,0.1294884210526315,0.3673368421052632,-0.0462863157894736,0.2829052631578947,0.115698947368421,0.1219810526315789,-0.1936,0.2378926315789473,-0.1004084210526315,-0.0229073684210526,0.1592568421052631,-0.015997894736842,0.4583747368421053,0.2697326315789474,0.2678042105263158,0.419298947368421,0.0478315789473684,0.594418947368421,0.2507347368421052,0.4024273684210526,0.6279010526315789,0.2180084210526315,0.0945705263157894,0.4030336842105263,0.0061894736842105,0.7283094736842105,0.3718631578947368,0.1340694736842105,0.1142421052631579,0.1013094736842104,-0.5790063157894736,0.0008505263157894,0.1381305263157894,0.2352631578947368,0.248938947368421,0.082698947368421,0.1716757894736842,0.1183978947368421,-0.163978947368421,0.1894252631578947,-0.1046736842105263,0.2027115789473684,-0.0457178947368421,0.3854,0.1193136842105263,0.1832610526315789,-0.1373347368421052,0.4332084210526316,0.2890968421052631,0.0375936842105263,0.0742021052631578,0.3934547368421052,0.1051852631578947,0.2706021052631579,-0.2125263157894737,1
0.3490484210526315,0.3307305263157895,0.6390168421052632,0.3076631578947368,0.3443389473684211,0.0869115789473684,0.0277242105263158,0.0527726315789473,0.1181894736842105,0.2880421052631579,0.1280484210526316,0.0818884210526315,-0.263498947368421,0.2173663157894737,-0.1785305263157895,0.1631326315789473,0.0842378947368421,-0.0591557894736842,0.4995284210526315,0.2954357894736842,0.3068336842105263,0.4367747368421052,0.069418947368421,0.4669431578947368,0.3154505263157894,0.5268126315789474,0.4202526315789474,0.2283010526315789,0.0997115789473684,0.384498947368421,0.0328884210526315,0.6902652631578948,0.3882926315789473,0.1433115789473684,0.0289263157894737,-0.0590526315789473,-0.6571347368421053,0.0357852631578947,0.1237284210526315,0.24556,0.1379326315789473,-0.0612505263157894,0.0400926315789473,0.0413178947368421,-0.236978947368421,0.1667978947368421,-0.1920610526315789,0.1574484210526315,-0.150538947368421,0.2013705263157894,-0.0287326315789473,0.0784126315789473,-0.237058947368421,0.3067536842105262,0.3086442105263158,-0.0384673684210526,-0.0080168421052631,0.2896421052631578,-0.1538505263157894,0.2181621052631578,-0.2701031578947369,1
0.3480168421052631,0.3152863157894737,0.6708568421052631,0.2758084210526315,0.3597136842105263,0.057098947368421,0.0359073684210526,0.0455873684210526,0.1747263157894737,0.2469326315789473,0.0488905263157894,0.0531010526315789,-0.2810189473684211,0.1916084210526315,-0.2124357894736842,-0.013698947368421,0.1058021052631578,-0.0889705263157894,0.5766021052631578,0.2800105263157895,0.3181663157894737,0.3596757894736842,0.0509073684210526,0.3178863157894737,0.2928294736842105,0.5874610526315789,0.1201073684210526,0.2190505263157895,0.07096,0.3094715789473684,0.0565347368421052,0.5381157894736842,0.239258947368421,0.1258315789473684,0.2602105263157895,-0.0991515789473684,-0.22844,0.1067305263157894,0.1432547368421052,0.2835915789473685,0.0443684210526315,-0.1568315789473684,-0.0791410526315789,-0.0254884210526315,-0.3006947368421052,0.0917831578947368,-0.240378947368421,0.0896252631578947,-0.1978378947368421,-0.0442947368421052,-0.1109768421052631,-0.0110336842105263,-0.3244231578947368,-0.040677894736842,-0.1703747368421052,-0.1217305263157894,-0.0964357894736842,0.12104,-0.3944,0.1451705263157894,-0.3852526315789473,1
0.3757768421052631,0.2906421052631579,0.5670526315789473,0.2449810526315789,0.3833936842105263,0.0046442105263157,-0.0771557894736842,-0.0212315789473684,0.0729473684210526,0.1574821052631579,-0.0158610526315789,0.0088863157894736,-0.299498947368421,0.1494757894736842,-0.17132,-0.1853705263157894,0.1047852631578947,-0.1311094736842105,0.6732442105263158,0.2810505263157895,0.2955347368421052,0.3082778947368421,0.0139157894736842,0.2603305263157894,0.241458947368421,0.5453136842105263,-0.1050210526315789,0.2015536842105263,0.0699178947368421,0.2375094736842105,0.054498947368421,0.3551705263157894,0.0460063157894736,0.1433242105263158,0.5572694736842106,0.1002968421052631,0.2084231578947367,0.1889768421052631,0.244018947368421,0.2732631578947368,-0.0707494736842105,-0.1691957894736842,-0.1582842105263157,-0.0974610526315789,-0.3408,-0.0161768421052631,-0.2578294736842105,-0.0471073684210526,-0.162898947368421,-0.2323894736842105,-0.1459136842105263,-0.1251305263157894,-0.3768884210526315,-0.0735663157894736,-0.096378947368421,-0.1916378947368421,-0.162258947368421,-0.0084778947368421,-0.3944063157894736,0.035178947368421,-0.4386884210526316,1
0.3901578947368421,0.3183705263157895,0.4272357894736842,0.1688905263157894,0.3885557894736842,0.153698947368421,0.0585536842105263,0.1000673684210526,0.0965957894736842,0.0845136842105263,-0.0487410526315789,-0.0743705263157894,-0.2686505263157894,0.0384631578947368,-0.0993747368421052,-0.1000273684210526,0.1438210526315789,-0.1670905263157894,0.7873263157894738,0.2995536842105263,0.3202147368421053,0.3257726315789474,0.0087768421052631,0.3148294736842105,0.1972736842105263,0.3613242105263158,-0.1050105263157895,0.1974694736842105,0.0740484210526315,0.2251873684210526,0.0226063157894736,0.281138947368421,-0.0711915789473684,0.1628421052631578,0.6364610526315789,0.3541852631578947,0.2505621052631579,0.3102652631578947,0.4146673684210527,0.3031242105263158,-0.2023284210526315,-0.139378947368421,-0.2189326315789473,-0.1817368421052631,-0.3603031578947369,-0.1354105263157894,-0.2177578947368421,-0.2064168421052631,-0.0734526315789473,-0.3331326315789473,-0.1397515789473684,-0.2382294736842105,-0.4241326315789473,0.3334821052631579,0.3107010526315789,-0.2502357894736842,-0.2372905263157894,-0.05784,-0.1096252631578947,-0.0696378947368421,-0.3143094736842105,1
0.4672673684210527,0.3482021052631578,0.3491157894736842,0.1031263157894737,0.4471094736842105,-0.0128568421052631,-0.0041726315789473,0.0702378947368421,0.1901621052631578,0.0649810526315789,0.0057073684210526,-0.148378947368421,-0.26248,-0.061258947368421,-0.0233031578947368,0.0048231578947368,0.3236968421052631,-0.2113178947368421,0.8705747368421052,0.3663578947368421,0.3716378947368421,0.4182736842105263,0.0488294736842104,0.4155368421052631,0.1941810526315789,0.1824378947368421,0.1159894736842105,0.2478168421052631,0.1213073684210526,0.2631957894736842,-0.0102947368421052,0.3068673684210526,0.0038273684210525,0.2142568421052631,0.4925157894736842,0.4220231578947369,0.0254484210526317,0.4150968421052631,0.4681157894736842,0.3473221052631579,-0.320538947368421,-0.1743136842105263,-0.2446315789473684,-0.2506063157894737,-0.3551705263157894,-0.2433431578947368,-0.1683873684210526,-0.3472463157894737,-0.0014947368421052,-0.3341789473684211,-0.0575599999999999,-0.3348105263157894,-0.4282673684210526,0.3088231578947368,-0.0213242105263158,-0.3067726315789474,-0.2742799999999999,-0.0331431578947368,0.3179768421052631,-0.1148610526315789,-0.0573326315789473,1
